Rk,School,Conf,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
40,Louisiana Tech,CUSA,9.14,3.30,12.44,109.27,92.02,17.26
41,Kansas State,Big 12,1.40,10.74,12.14,107.85,89.24,18.61
42,Xavier,Big East,5.63,6.21,11.84,113.31,95.48,17.83
43,West Virginia,Big 12,10.02,1.76,11.78,115.18,98.15,17.03
44,Minnesota,Big Ten,6.08,5.67,11.75,113.21,95.19,18.02
45,St. John's (NY),Big East,5.82,5.86,11.68,107.93,90.14,17.79
46,Brigham Young,WCC,15.10,-3.46,11.63,113.27,96.69,16.59
47,Saint Louis,A-10,2.13,9.50,11.63,104.20,86.93,17.27
48,Providence,Big East,6.93,4.43,11.37,113.81,96.47,17.34
49,Maryland,ACC,6.32,5.01,11.33,108.53,90.92,17.60
50,Indiana,Big Ten,5.99,5.33,11.32,107.24,91.30,15.94
51,Clemson,ACC,-3.75,14.83,11.08,106.93,89.53,17.40
52,Georgetown,Big East,4.36,6.60,10.96,112.80,96.17,16.64
53,Colorado,Pac-12,4.06,6.74,10.80,108.96,93.38,15.58
54,Harvard,Ivy,3.99,6.79,10.79,109.54,92.13,17.41
55,California,Pac-12,5.51,5.19,10.70,111.28,95.37,15.92
56,Massachusetts,A-10,9.22,1.39,10.61,108.28,92.51,15.77
57,George Washington,A-10,4.78,5.82,10.60,110.22,94.38,15.85
58,Dayton,A-10,5.03,5.52,10.55,112.53,96.29,16.25
59,Illinois,Big Ten,-1.50,11.84,10.33,106.81,90.69,16.12
60,Nebraska,Big Ten,2.73,7.40,10.13,108.66,93.02,15.64
61,Marquette,Big East,5.65,4.43,10.08,109.33,94.41,14.92
62,Missouri,SEC,7.06,3.00,10.06,113.26,98.35,14.92
63,Louisiana State,SEC,8.26,1.79,10.05,109.36,94.35,15.01
64,Saint Mary's (CA),WCC,2.01,7.34,9.35,112.09,97.81,14.28
65,Saint Joseph's,A-10,4.20,4.85,9.05,110.99,96.86,14.12
66,North Carolina State,ACC,6.58,2.45,9.02,112.45,98.34,14.11
67,Boise State,MWC,6.80,2.02,8.83,114.21,101.04,13.17
68,Texas Tech,Big 12,0.58,8.03,8.61,111.35,98.93,12.42
69,Nevada-Las Vegas,MWC,2.94,5.61,8.55,106.33,93.41,12.92
70,Alabama,SEC,0.09,8.25,8.34,107.24,94.71,12.54
71,Purdue,Big Ten,7.14,1.08,8.21,107.95,95.72,12.23
72,Notre Dame,ACC,5.59,2.60,8.19,113.60,101.43,12.17
73,Georgia,SEC,1.11,6.79,7.90,107.75,95.65,12.11
74,Mississippi,SEC,8.78,-0.94,7.84,109.71,97.70,12.01
75,Penn State,Big Ten,4.61,3.07,7.68,110.30,98.30,11.99
76,Miami (FL),ACC,-4.59,12.19,7.60,107.71,95.52,12.19
77,Seton Hall,Big East,3.43,4.10,7.53,108.85,97.65,11.20
78,Green Bay,Horizon,3.20,3.98,7.18,106.26,94.97,11.29
79,Butler,Big East,0.17,6.87,7.04,106.02,95.85,10.17
80,Southern Mississippi,CUSA,0.39,6.45,6.84,108.27,97.47,10.80
81,North Dakota State,Summit,3.55,2.76,6.31,113.60,103.27,10.33
82,Washington,Pac-12,7.60,-1.34,6.26,111.18,101.53,9.65
83,Tulsa,CUSA,3.09,3.14,6.23,104.63,94.77,9.86
84,New Mexico State,WAC,5.27,0.90,6.16,109.78,99.67,10.11
85,Georgia State,Sun Belt,5.94,0.10,6.04,113.37,103.41,9.96
86,Manhattan,MAAC,5.20,0.84,6.04,104.06,95.39,8.67
87,Oregon State,Pac-12,6.99,-0.96,6.03,111.26,102.54,8.71
88,Iona,MAAC,12.48,-6.52,5.96,115.91,107.15,8.76
89,San Francisco,WCC,4.60,1.32,5.92,110.72,100.97,9.75
90,St. Bonaventure,A-10,3.82,2.10,5.92,107.69,98.29,9.41
91,Richmond,A-10,-2.05,7.75,5.70,103.37,94.06,9.32
92,Vanderbilt,SEC,-2.70,8.22,5.52,103.38,94.92,8.46
93,Texas A&M,SEC,-3.64,9.14,5.50,101.04,92.44,8.60
94,Wake Forest,ACC,3.17,2.32,5.49,105.69,97.41,8.28
95,South Carolina,SEC,2.10,3.30,5.41,106.31,97.74,8.57
96,Mercer,A-Sun,4.06,1.28,5.33,108.49,99.48,9.02
97,Northern Iowa,MVC,4.51,0.77,5.29,111.61,102.76,8.85
98,Georgia Tech,ACC,0.31,4.81,5.12,103.93,96.09,7.84
99,Auburn,SEC,4.68,0.42,5.11,108.58,100.44,8.13
100,Stephen F. Austin,Southland,-0.30,5.12,4.82,108.88,100.70,8.17
101,Middle Tennessee,CUSA,-2.11,6.88,4.77,102.58,94.45,8.13
102,Portland,WCC,5.12,-0.35,4.77,107.64,100.48,7.16
103,Utah State,MWC,1.09,3.68,4.77,110.12,102.65,7.48
104,Northwestern,Big Ten,-7.29,12.01,4.72,98.65,92.10,6.56
105,Vermont,AEC,-1.11,5.63,4.52,106.92,98.43,8.49
106,Wyoming,MWC,-4.58,8.98,4.40,103.72,96.65,7.07
107,Texas-El Paso,CUSA,-1.65,6.04,4.39,103.94,96.76,7.18
108,Cleveland State,Horizon,0.72,3.66,4.38,107.40,99.93,7.47
109,California-Irvine,Big West,-3.00,7.35,4.35,101.38,93.36,8.02
110,California-Santa Barbara,Big West,1.12,3.11,4.23,108.68,102.30,6.38
111,La Salle,A-10,-0.65,4.76,4.10,103.72,97.09,6.63
112,North Carolina Central,MEAC,-0.99,4.96,3.97,105.17,98.50,6.67
113,Fresno State,MWC,4.87,-1.27,3.59,108.57,102.33,6.24
114,Buffalo,MAC (East),3.58,0.00,3.58,106.71,100.64,6.08
115,Hawaii,Big West,6.86,-3.43,3.43,108.61,103.33,5.28
116,Toledo,MAC (West),8.71,-5.41,3.30,112.69,107.24,5.45
117,Belmont,OVC (East),7.63,-4.34,3.29,111.43,105.93,5.49
118,Colorado State,MWC,3.51,-0.22,3.29,109.50,103.57,5.93
119,Indiana State,MVC,0.84,2.45,3.29,105.15,99.52,5.63
120,Boston College,ACC,3.51,-0.50,3.01,113.27,108.52,4.75
121,Princeton,Ivy,-0.97,3.99,3.01,104.50,98.65,5.84
122,Louisiana-Lafayette,Sun Belt,8.10,-5.19,2.91,107.76,103.43,4.32
123,Rhode Island,A-10,-1.27,4.14,2.87,102.25,97.37,4.88
124,Delaware,CAA,9.67,-6.94,2.73,109.03,104.91,4.12
125,Ohio,MAC (East),0.40,2.29,2.70,104.22,99.46,4.76
126,Temple,AAC,7.19,-4.50,2.69,109.52,105.13,4.39
127,Houston,AAC,4.14,-1.45,2.68,109.06,104.23,4.83
128,Southern California,Pac-12,3.67,-1.08,2.60,102.99,98.50,4.49
129,Central Florida,AAC,4.48,-2.13,2.35,106.13,102.26,3.87
130,Columbia,Ivy,-3.53,5.73,2.21,105.46,100.85,4.61
131,San Diego,WCC,-3.82,5.98,2.16,103.34,99.51,3.83
132,George Mason,A-10,1.03,1.00,2.03,103.27,99.43,3.84
133,Nevada,MWC,3.65,-1.67,1.98,107.55,104.05,3.50
134,Virginia Tech,ACC,-3.82,5.72,1.90,99.94,97.41,2.53
135,Eastern Michigan,MAC (West),-6.54,8.33,1.79,95.64,92.18,3.46
136,Boston University,Patriot,1.02,0.75,1.77,103.29,100.13,3.16
137,Pacific,WCC,4.02,-2.28,1.74,108.60,105.54,3.06
138,Western Michigan,MAC (West),1.13,0.60,1.73,103.47,100.52,2.96
139,DePaul,Big East,3.06,-1.56,1.50,105.05,102.93,2.12
140,Long Beach State,Big West,-0.01,1.45,1.44,103.01,100.45,2.56
141,Washington State,Pac-12,-5.79,7.12,1.34,100.50,99.56,0.94
142,Canisius,MAAC,5.77,-4.53,1.24,109.37,106.87,2.51
143,Drexel,CAA,-0.98,2.21,1.23,102.55,99.86,2.68
144,Akron,MAC (East),-1.23,2.39,1.16,102.38,100.12,2.25
145,Illinois State,MVC,-0.31,1.39,1.08,99.64,97.03,2.61
146,Murray State,OVC (West),3.35,-2.37,0.98,105.94,104.13,1.81
147,Santa Clara,WCC,0.36,0.52,0.88,105.62,103.71,1.91
148,Denver,Summit,-4.56,5.40,0.84,108.62,106.81,1.81
149,Davidson,Southern,6.25,-5.44,0.81,109.89,107.39,2.50
150,Missouri State,MVC,-0.31,1.12,0.81,104.88,103.53,1.35
151,Pepperdine,WCC,1.88,-1.08,0.80,105.67,103.68,1.99
152,Alabama-Birmingham,CUSA,1.91,-1.13,0.78,101.75,99.87,1.88
153,American,Patriot,-7.93,8.62,0.69,100.83,98.72,2.11
154,Duquesne,A-10,4.85,-4.19,0.66,108.36,106.79,1.56
155,Eastern Kentucky,OVC (East),2.73,-2.13,0.60,108.97,107.49,1.48
156,Towson,CAA,0.75,-0.20,0.55,106.55,104.81,1.74
157,Valparaiso,Horizon,-1.54,1.74,0.21,102.15,101.11,1.04
158,Wright State,Horizon,-6.22,6.43,0.21,98.25,96.50,1.74
159,Quinnipiac,MAAC,6.52,-6.65,-0.13,106.91,106.44,0.47
160,South Dakota State,Summit,0.67,-0.84,-0.17,104.05,103.43,0.61
161,IPFW,Summit,3.37,-3.57,-0.20,106.96,106.63,0.33
162,Rutgers,AAC,2.03,-2.32,-0.29,104.10,103.68,0.43
163,Arkansas State,Sun Belt,3.44,-3.88,-0.44,103.12,103.47,-0.35
164,Southern Illinois,MVC,-3.48,3.02,-0.46,103.09,103.46,-0.37
165,Loyola Marymount,WCC,3.75,-4.24,-0.49,103.71,103.81,-0.10
166,South Florida,AAC,-2.13,1.61,-0.52,100.28,100.69,-0.41
167,Charlotte,CUSA,1.37,-2.06,-0.69,101.28,101.31,-0.04
168,Drake,MVC,-2.12,1.36,-0.77,103.64,104.40,-0.76
169,Mississippi State,SEC,-0.66,-0.20,-0.86,99.96,100.60,-0.64
170,Siena,MAAC,-2.61,1.75,-0.86,99.03,99.14,-0.11
171,Weber State,Big Sky,-1.35,0.43,-0.92,104.30,105.15,-0.86
172,Old Dominion,CUSA,-5.97,4.86,-1.12,97.77,98.82,-1.05
173,Nebraska-Omaha,Summit,7.41,-8.60,-1.19,102.44,104.02,-1.59
174,Bucknell,Patriot,-4.74,3.44,-1.30,100.36,101.10,-0.74
175,Texas Christian,Big 12,-4.07,2.74,-1.33,99.32,101.41,-2.09
176,Cal Poly,Big West,-9.08,7.74,-1.34,100.55,101.80,-1.25
177,Brown,Ivy,-0.19,-1.25,-1.44,97.50,98.93,-1.43
178,Western Kentucky,Sun Belt,-3.92,2.45,-1.47,98.65,100.19,-1.54
179,William & Mary,CAA,2.00,-3.49,-1.48,109.71,111.62,-1.91
180,Milwaukee,Horizon,-0.11,-1.42,-1.53,101.07,102.55,-1.47
181,Holy Cross,Patriot,-3.49,1.91,-1.58,100.77,101.89,-1.13
182,Yale,Ivy,-4.44,2.79,-1.66,99.77,101.49,-1.72
183,Stony Brook,AEC,-1.16,-0.55,-1.71,102.51,103.90,-1.39
184,Kent State,MAC (East),-0.93,-0.88,-1.81,101.83,103.76,-1.93
185,Morehead State,OVC (East),1.89,-3.77,-1.88,100.21,102.99,-2.78
186,Florida Gulf Coast,A-Sun,-3.10,1.13,-1.97,97.73,100.20,-2.46
187,College of Charleston,CAA,-8.13,6.11,-2.02,95.63,98.62,-2.99
188,South Carolina Upstate,A-Sun,-1.62,-0.39,-2.02,101.80,103.88,-2.08
189,Oakland,Horizon,4.98,-7.20,-2.23,107.64,110.27,-2.63
190,Youngstown State,Horizon,3.60,-5.90,-2.30,105.22,107.66,-2.44
191,Colgate,Patriot,-0.79,-1.73,-2.51,106.18,108.84,-2.67
192,Bradley,MVC,-6.29,3.58,-2.72,98.10,102.12,-4.03
193,Oral Roberts,Southland,-1.27,-1.67,-2.94,104.30,107.52,-3.23
194,Northeastern,CAA,-4.05,0.93,-3.11,98.92,103.10,-4.18
195,Evansville,MVC,-0.27,-2.85,-3.12,101.06,105.10,-4.04
196,Fordham,A-10,4.13,-7.29,-3.16,106.41,109.68,-3.28
197,Detroit Mercy,Horizon,-0.92,-2.33,-3.25,98.42,102.26,-3.84
198,Albany (NY),AEC,-6.24,2.93,-3.31,99.03,102.75,-3.72
199,Bowling Green State,MAC (East),-8.11,4.66,-3.45,91.16,95.47,-4.31
200,Robert Morris,NEC,-1.68,-1.84,-3.52,102.21,106.25,-4.04
201,Northern Illinois,MAC (West),-9.91,6.37,-3.54,91.87,96.43,-4.56
202,Northwestern State,Southland,12.15,-15.73,-3.59,105.28,109.33,-4.05
203,Wagner,NEC,-3.63,-0.20,-3.83,94.22,98.98,-4.76
204,Elon,Southern,-2.08,-1.94,-4.02,101.35,106.36,-5.01
205,Air Force,MWC,-4.70,0.63,-4.08,99.11,104.75,-5.65
206,East Carolina,CUSA,-0.98,-3.10,-4.08,103.51,109.74,-6.23
207,Southern,SWAC,-5.63,1.41,-4.22,93.70,98.81,-5.11
208,Bryant,NEC,0.68,-4.92,-4.25,102.11,107.43,-5.32
209,Wofford,Southern,-9.66,5.35,-4.32,97.09,102.74,-5.66
210,Northern Colorado,Big Sky,-0.36,-3.97,-4.33,106.79,112.35,-5.56
211,Rider,MAAC,1.78,-6.11,-4.34,104.22,110.16,-5.94
212,Miami (OH),MAC (East),-4.46,0.09,-4.37,96.59,102.30,-5.71
213,Marshall,CUSA,-0.84,-3.58,-4.42,98.01,103.61,-5.61
214,Utah Valley,WAC,-7.31,2.88,-4.42,99.10,104.87,-5.78
215,Sam Houston State,Southland,-0.88,-3.57,-4.45,101.95,107.10,-5.15
216,Montana,Big Sky,-3.80,-0.72,-4.52,105.21,110.87,-5.65
217,St. Francis (NY),NEC,-5.40,0.76,-4.64,94.50,100.29,-5.79
218,North Texas,CUSA,-1.71,-2.96,-4.67,96.89,102.50,-5.61
219,Loyola (IL),MVC,-4.71,-0.04,-4.75,99.90,106.52,-6.62
220,Dartmouth,Ivy,-4.55,-0.31,-4.85,101.27,107.23,-5.96
221,Cal State Bakersfield,WAC,-5.01,0.15,-4.86,98.32,104.73,-6.42
222,Cal State Northridge,Big West,4.37,-9.26,-4.89,103.27,109.90,-6.63
223,Texas-Arlington,Sun Belt,4.40,-9.31,-4.92,102.98,109.25,-6.27
224,Marist,MAAC,-3.92,-1.02,-4.94,97.27,103.56,-6.29
225,Cal State Fullerton,Big West,-2.86,-2.23,-5.08,98.94,105.75,-6.82
226,South Alabama,Sun Belt,-3.09,-1.99,-5.08,98.99,106.56,-7.57
227,Florida Atlantic,CUSA,-5.61,0.49,-5.12,98.08,104.94,-6.86
228,Hampton,MEAC,-0.73,-4.44,-5.17,92.05,99.30,-7.25
229,Coastal Carolina,Big South (South),-5.00,-0.21,-5.21,94.68,101.56,-6.88
230,Louisiana-Monroe,Sun Belt,-8.58,3.37,-5.21,94.73,102.98,-8.25
231,Charleston Southern,Big South (South),1.84,-7.11,-5.27,103.04,110.14,-7.10
232,Eastern Washington,Big Sky,3.92,-9.25,-5.32,102.62,109.46,-6.84
233,Arkansas-Little Rock,Sun Belt,-0.44,-4.95,-5.39,97.34,103.98,-6.64
234,Florida International,CUSA,-3.12,-2.29,-5.40,98.55,105.34,-6.79
235,Southeast Missouri State,OVC (West),6.60,-12.10,-5.49,105.18,112.37,-7.19
236,Virginia Military Institute,Big South (North),11.09,-16.62,-5.53,102.94,110.75,-7.81
237,Morgan State,MEAC,-0.36,-5.45,-5.81,97.41,105.20,-7.80
238,Seattle,WAC,-3.10,-2.76,-5.86,97.60,104.48,-6.88
239,Saint Peter's,MAAC,-10.37,4.49,-5.88,94.45,102.55,-8.10
240,East Tennessee State,A-Sun,1.66,-7.59,-5.93,100.62,108.25,-7.63
241,Army,Patriot,1.02,-7.18,-6.16,101.69,109.79,-8.10
242,Troy,Sun Belt,-4.74,-1.43,-6.17,98.97,107.60,-8.62
243,Mount St. Mary's,NEC,3.42,-9.74,-6.32,103.50,111.59,-8.09
244,Grand Canyon,WAC,-1.25,-5.16,-6.40,100.70,109.36,-8.66
245,Texas A&M-Corpus Christi,Southland,-7.17,0.76,-6.41,100.38,108.33,-7.95
246,Idaho,WAC,-0.08,-6.33,-6.42,102.09,110.83,-8.74
247,Idaho State,Big Sky,-3.28,-3.14,-6.42,100.19,109.21,-9.03
248,Winthrop,Big South (South),-2.19,-4.24,-6.43,99.82,108.52,-8.71
249,Lehigh,Patriot,-5.87,-0.65,-6.52,94.33,103.28,-8.94
250,Hofstra,CAA,-2.46,-4.10,-6.56,101.83,111.36,-9.53
251,Pennsylvania,Ivy,-2.09,-4.49,-6.59,95.94,104.53,-8.60
252,Northern Arizona,Big Sky,-6.54,-0.06,-6.60,98.03,106.94,-8.91
253,Hartford,AEC,-6.64,0.01,-6.63,98.29,107.28,-8.99
254,Western Carolina,Southern,-0.74,-6.01,-6.75,99.34,108.54,-9.20
255,North Carolina-Asheville,Big South (South),3.25,-10.06,-6.81,102.27,111.81,-9.54
256,North Dakota,Big Sky,1.14,-7.98,-6.84,101.51,110.83,-9.32
257,Monmouth,MAAC,-4.18,-2.78,-6.96,94.07,103.66,-9.59
258,South Dakota,Summit,-2.95,-4.12,-7.07,98.59,108.09,-9.51
259,Illinois-Chicago,Horizon,-4.08,-3.08,-7.17,97.91,107.78,-9.87
260,Gardner-Webb,Big South (South),-3.65,-3.69,-7.33,94.96,104.66,-9.70
261,Fairfield,MAAC,-8.12,0.75,-7.37,92.40,102.61,-10.22
262,North Florida,A-Sun,-0.59,-6.93,-7.52,99.72,109.72,-10.00
263,Western Illinois,Summit,-12.46,4.91,-7.55,90.31,101.64,-11.34
264,Portland State,Big Sky,-1.82,-5.77,-7.59,99.79,110.19,-10.40
265,California-Riverside,Big West,-3.72,-3.92,-7.64,95.17,105.29,-10.12
266,Lafayette,Patriot,0.73,-8.37,-7.64,105.46,115.31,-9.85
267,James Madison,CAA,-7.21,-0.45,-7.65,94.49,105.65,-11.16
268,Texas State,Sun Belt,-11.61,3.87,-7.74,92.18,103.02,-10.84
269,Norfolk State,MEAC,-5.22,-2.60,-7.82,98.65,109.56,-10.91
270,Tulane,CUSA,-6.92,-0.97,-7.89,97.81,109.77,-11.96
271,Radford,Big South (North),0.48,-8.38,-7.90,102.89,113.99,-11.10
272,San Jose State,MWC,-6.85,-1.11,-7.96,92.98,104.50,-11.52
273,Sacramento State,Big Sky,-4.92,-3.12,-8.04,100.37,111.73,-11.36
274,Tennessee Tech,OVC (East),-3.52,-4.57,-8.09,96.98,108.02,-11.04
275,Niagara,MAAC,2.62,-10.79,-8.16,98.86,109.19,-10.33
276,Lipscomb,A-Sun,1.44,-9.63,-8.20,99.74,111.04,-11.30
277,High Point,Big South (North),-4.19,-4.04,-8.23,100.80,111.95,-11.15
278,Texas Southern,SWAC,0.64,-9.05,-8.41,101.87,113.08,-11.20
279,Incarnate Word,Southland,0.12,-8.59,-8.47,98.91,109.87,-10.96
280,North Carolina-Wilmington,CAA,-8.97,0.22,-8.75,92.66,104.94,-12.28
281,Central Michigan,MAC (West),-0.60,-8.22,-8.82,103.78,116.39,-12.61
282,Missouri-Kansas City,WAC,-3.18,-5.82,-9.00,94.70,106.15,-11.44
283,Rice,CUSA,-8.73,-0.70,-9.43,92.16,106.16,-14.00
284,Savannah State,MEAC,-11.89,2.32,-9.57,87.90,101.29,-13.39
285,Tennessee State,OVC (East),-5.06,-4.75,-9.82,98.91,112.55,-13.64
286,Ball State,MAC (West),-4.72,-5.45,-10.17,93.79,107.99,-14.20
287,Liberty,Big South (North),-6.68,-3.58,-10.26,97.02,111.22,-14.20
288,Chicago State,WAC,-1.74,-8.73,-10.47,95.48,109.59,-14.11
289,Austin Peay,OVC (West),-0.14,-10.35,-10.50,96.60,110.48,-13.88
290,Northern Kentucky,A-Sun,-5.68,-4.85,-10.53,99.84,115.08,-15.24
291,Loyola (MD),Patriot,-6.31,-4.27,-10.58,93.25,108.39,-15.14
292,Southern Illinois-Edwardsville,OVC (West),-3.49,-7.12,-10.61,97.30,111.74,-14.44
293,Texas-Pan American,WAC,-7.89,-2.76,-10.65,90.73,105.72,-15.00
294,Montana State,Big Sky,-8.75,-1.94,-10.70,92.57,108.10,-15.53
295,Chattanooga,Southern,-2.51,-8.32,-10.83,95.49,110.07,-14.59
296,Coppin State,MEAC,-3.15,-7.94,-11.09,97.09,112.95,-15.86
297,Texas-San Antonio,CUSA,-1.51,-9.59,-11.10,98.49,114.18,-15.69
298,Fairleigh Dickinson,NEC,-3.71,-7.54,-11.24,98.23,113.85,-15.62
299,Georgia Southern,Southern,-5.69,-5.75,-11.44,94.68,110.41,-15.73
300,Eastern Illinois,OVC (West),-7.19,-4.34,-11.53,94.41,110.77,-16.36
301,California-Davis,Big West,-1.86,-9.69,-11.55,98.37,114.49,-16.12
302,Jackson State,SWAC,-9.11,-2.51,-11.62,89.87,105.56,-15.69
303,Jacksonville,A-Sun,-0.19,-11.67,-11.86,99.78,116.02,-16.23
304,Navy,Patriot,-12.55,0.61,-11.95,87.86,105.77,-17.91
305,Jacksonville State,OVC (East),-10.45,-1.52,-11.97,94.13,111.09,-16.96
306,Florida A&M,MEAC,-3.78,-8.53,-12.31,89.97,106.79,-16.82
307,North Carolina-Greensboro,Southern,-4.38,-7.95,-12.33,91.78,108.45,-16.67
308,NJIT,Ind,-4.80,-7.72,-12.52,92.86,110.35,-17.49
309,Delaware State,MEAC,-13.55,0.91,-12.64,92.64,111.45,-18.81
310,Alabama State,SWAC,-5.75,-7.09,-12.84,92.02,109.81,-17.79
311,Sacred Heart,NEC,-3.94,-8.99,-12.93,94.94,112.38,-17.44
312,Southeastern Louisiana,Southland,-7.56,-5.50,-13.06,94.98,112.59,-17.61
313,Central Connecticut State,NEC,-2.90,-10.19,-13.10,93.50,110.90,-17.39
314,Nicholls State,Southland,-7.82,-5.31,-13.13,94.32,112.19,-17.86
315,McNeese State,Southland,-6.03,-7.12,-13.15,92.88,110.52,-17.64
316,Saint Francis (PA),NEC,-11.93,-1.27,-13.20,91.57,111.20,-19.63
317,Tennessee-Martin,OVC (West),-0.82,-12.63,-13.45,99.15,117.26,-18.11
318,Long Island University,NEC,-1.38,-12.28,-13.66,98.86,117.84,-18.98
319,Massachusetts-Lowell,AEC,-10.23,-3.48,-13.71,91.37,111.09,-19.72
320,Alabama A&M,SWAC,-11.79,-2.07,-13.86,86.93,105.92,-18.99
321,New Hampshire,AEC,-16.08,2.11,-13.97,84.72,105.23,-20.52
322,Campbell,Big South (North),-8.67,-5.37,-14.04,95.17,115.65,-20.48
323,Maryland-Baltimore County,AEC,-6.90,-7.31,-14.21,88.97,108.56,-19.59
324,IUPUI,Summit,-7.82,-6.51,-14.33,93.21,113.82,-20.60
325,Samford,Southern,-4.59,-10.32,-14.91,96.40,116.89,-20.49
326,New Orleans,Southland,-4.25,-10.78,-15.03,92.02,111.49,-19.47
327,Appalachian State,Southern,-10.14,-5.18,-15.32,88.49,110.00,-21.52
328,Arkansas-Pine Bluff,SWAC,-11.11,-4.28,-15.39,88.09,109.59,-21.50
329,Cornell,Ivy,-5.07,-10.53,-15.60,96.60,119.25,-22.65
330,Stetson,A-Sun,-11.62,-4.19,-15.81,90.94,113.76,-22.81
331,Alcorn State,SWAC,-12.35,-3.60,-15.95,90.32,111.99,-21.68
332,Binghamton,AEC,-10.78,-5.37,-16.15,87.43,110.49,-23.06
333,Kennesaw State,A-Sun,-9.53,-6.63,-16.16,88.36,110.92,-22.56
334,Central Arkansas,Southland,-2.66,-13.59,-16.25,91.20,112.29,-21.08
335,North Carolina A&T,MEAC,-8.40,-8.03,-16.43,89.14,112.16,-23.02
336,Lamar,Southland,-7.63,-8.98,-16.61,90.42,113.41,-22.99
337,Prairie View,SWAC,-5.80,-10.92,-16.72,91.51,114.03,-22.53
338,Howard,MEAC,-11.97,-4.79,-16.77,84.37,108.00,-23.63
339,Bethune-Cookman,MEAC,-11.97,-4.89,-16.86,91.71,116.65,-24.93
340,Maryland-Eastern Shore,MEAC,-6.72,-10.31,-17.03,94.56,118.75,-24.19
341,South Carolina State,MEAC,-10.38,-6.83,-17.21,87.68,112.21,-24.53
342,Houston Baptist,Southland,-7.76,-9.63,-17.39,88.52,112.58,-24.06
343,Furman,Southern,-10.47,-6.97,-17.44,89.98,115.27,-25.29
344,Maine,AEC,-0.16,-17.42,-17.58,92.14,115.65,-23.51
345,Citadel,Southern,-9.34,-8.27,-17.61,91.48,117.06,-25.58
346,Abilene Christian,Southland,-10.89,-8.71,-19.60,88.65,116.73,-28.08
347,Southern Utah,Big Sky,-14.01,-5.89,-19.90,84.28,114.29,-30.01
348,Longwood,Big South (North),-7.71,-12.60,-20.31,90.66,118.92,-28.26
349,Presbyterian,Big South (South),-11.48,-9.23,-20.71,89.67,119.82,-30.15
350,Mississippi Valley State,SWAC,-4.75,-16.33,-21.08,88.83,116.56,-27.73
351,Grambling,SWAC,-9.19,-15.42,-24.61,89.92,123.22,-33.31
