Rk,School,Conf,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
48,Alabama,SEC (West),0.14,11.56,11.70,104.28,86.24,18.04
49,UCLA,Pac-10,5.03,6.67,11.70,108.87,90.49,18.38
50,George Mason,CAA,6.01,5.65,11.66,111.59,92.62,18.97
51,Northwestern,Big Ten,7.77,3.89,11.66,116.19,98.18,18.01
52,Butler,Horizon,5.06,6.48,11.53,111.60,93.16,18.45
53,Southern California,Pac-10,0.17,11.35,11.52,107.42,89.57,17.86
54,Colorado,Big 12,12.55,-1.10,11.45,117.74,100.10,17.64
55,Richmond,A-10,2.85,8.38,11.23,112.20,93.68,18.51
56,Tennessee,SEC (East),5.20,5.89,11.08,108.27,91.25,17.02
57,Seton Hall,Big East,4.13,6.90,11.03,103.99,87.30,16.69
58,Nebraska,Big 12,-0.93,11.48,10.54,105.04,88.14,16.90
59,Miami (FL),ACC,6.33,4.14,10.47,112.77,96.50,16.27
60,Georgia,SEC (East),3.47,6.97,10.43,107.97,91.34,16.63
61,Duquesne,A-10,9.58,0.75,10.33,107.40,92.06,15.34
62,Baylor,Big 12,3.59,6.40,10.00,107.77,92.39,15.38
63,Boston College,ACC,6.90,2.88,9.78,117.05,101.50,15.55
64,California,Pac-10,8.39,1.05,9.45,109.50,94.65,14.85
65,Indiana,Big Ten,5.58,3.45,9.03,110.42,96.64,13.79
66,Old Dominion,CAA,-1.53,10.56,9.03,108.14,92.25,15.89
67,Iowa State,Big 12,8.15,0.71,8.86,107.99,93.70,14.29
68,Texas-El Paso,CUSA,3.34,5.48,8.83,105.28,90.78,14.50
69,Mississippi,SEC (West),8.05,0.67,8.71,112.07,98.01,14.06
70,Virginia Commonwealth,CAA,6.20,2.36,8.56,110.73,96.75,13.99
71,Alabama-Birmingham,CUSA,1.49,7.07,8.55,107.74,93.07,14.67
72,Oklahoma State,Big 12,2.90,5.63,8.53,106.44,92.75,13.68
73,Southern Mississippi,CUSA,5.59,2.83,8.41,110.76,97.30,13.46
74,Oakland,Summit,15.90,-7.62,8.28,115.31,102.72,12.59
75,Missouri State,MVC,3.63,4.44,8.07,112.83,98.86,13.97
76,Iowa,Big Ten,3.63,4.32,7.95,105.02,92.29,12.73
77,Rutgers,Big East,1.77,6.11,7.88,106.93,94.29,12.64
78,Cleveland State,Horizon,2.55,5.04,7.59,107.09,94.54,12.54
79,Colorado State,MWC,4.76,2.73,7.49,107.83,95.67,12.15
80,North Carolina State,ACC,5.54,1.49,7.02,109.08,97.90,11.18
81,Iona,MAAC,10.12,-3.11,7.01,111.37,100.18,11.19
82,Oregon,Pac-10,3.98,2.95,6.92,105.83,94.51,11.32
83,Memphis,CUSA,4.94,1.97,6.91,104.50,93.51,10.99
84,Providence,Big East,10.82,-3.91,6.91,109.31,97.85,11.45
85,Georgia Tech,ACC,2.64,3.78,6.42,101.49,91.54,9.96
86,Stanford,Pac-10,0.13,6.26,6.40,103.79,93.62,10.17
87,Marshall,CUSA,4.53,1.79,6.32,106.95,96.88,10.07
88,Arkansas,SEC (West),3.86,2.42,6.28,104.60,95.15,9.45
89,Central Florida,CUSA,0.57,5.68,6.25,104.71,94.22,10.49
90,College of Charleston,Southern (South),7.21,-1.03,6.17,111.37,100.94,10.43
91,Tulsa,CUSA,4.28,1.78,6.06,105.76,95.96,9.80
92,Virginia,ACC,-3.83,9.84,6.01,104.87,94.67,10.20
93,Boise State,WAC,5.86,-0.38,5.48,106.57,96.93,9.65
94,Harvard,Ivy,2.30,2.58,4.88,108.97,99.82,9.16
95,Creighton,MVC,2.43,2.45,4.87,109.10,100.15,8.95
96,Dayton,A-10,1.01,3.86,4.87,103.55,95.22,8.34
97,Portland,WCC,3.04,1.66,4.70,110.05,101.87,8.17
98,Northern Iowa,MVC,-3.53,8.05,4.53,106.99,98.51,8.48
99,Wofford,Southern (South),4.08,0.27,4.35,109.84,101.77,8.06
100,Arizona State,Pac-10,-1.63,5.93,4.30,103.55,96.95,6.60
101,South Florida,Big East,-2.65,6.93,4.28,102.48,95.50,6.98
102,Valparaiso,Horizon,2.95,1.28,4.24,104.43,96.96,7.47
103,South Carolina,SEC (East),2.39,1.78,4.17,100.51,93.50,7.01
104,Drexel,CAA,-5.06,9.08,4.02,98.16,90.15,8.01
105,Texas Tech,Big 12,7.98,-3.96,4.02,107.01,99.83,7.18
106,Long Beach State,Big West,4.94,-1.16,3.78,104.59,97.75,6.84
107,Oklahoma,Big 12,0.54,3.17,3.71,104.95,98.81,6.14
108,Princeton,Ivy,-0.30,4.02,3.71,104.56,97.44,7.12
109,Kent State,MAC (East),2.36,1.29,3.65,102.98,96.62,6.35
110,Indiana State,MVC,-0.19,3.60,3.41,101.36,94.27,7.09
111,Mississippi State,SEC (West),3.63,-0.25,3.38,106.24,100.04,6.20
112,Rhode Island,A-10,0.95,2.39,3.34,102.59,96.66,5.93
113,Wright State,Horizon,-3.69,6.92,3.22,103.84,97.26,6.58
114,South Dakota State,Summit,9.86,-6.76,3.10,113.29,107.32,5.97
115,Santa Clara,WCC,4.89,-1.83,3.06,106.57,100.86,5.71
116,Fairfield,MAAC,-4.40,7.33,2.94,96.50,90.83,5.67
117,James Madison,CAA,4.08,-1.14,2.94,106.17,100.48,5.69
118,Buffalo,MAC (East),0.29,2.64,2.93,102.79,97.49,5.30
119,Saint Louis,A-10,-4.91,7.74,2.83,97.86,92.68,5.18
120,Morehead State,OVC,-1.68,4.49,2.81,102.47,97.35,5.12
121,Air Force,MWC,-1.94,4.65,2.71,106.44,101.45,5.00
122,Utah,MWC,2.25,0.21,2.46,102.00,97.13,4.87
123,Bucknell,Patriot,-1.02,3.42,2.39,101.70,97.00,4.70
124,Coastal Carolina,Big South,1.70,0.65,2.35,103.35,99.22,4.12
125,Long Island University,NEC,11.47,-9.24,2.23,105.15,101.96,3.19
126,Montana,Big Sky,-4.18,6.34,2.17,100.12,95.19,4.94
127,Akron,MAC (East),0.77,1.37,2.15,101.24,96.90,4.35
128,New Mexico State,WAC,3.66,-1.55,2.11,103.90,99.83,4.07
129,East Tennessee State,A-Sun,-1.41,3.49,2.08,101.67,97.34,4.33
130,Detroit Mercy,Horizon,6.77,-4.89,1.88,104.42,100.94,3.48
131,San Francisco,WCC,1.55,0.23,1.78,101.11,97.73,3.39
132,Loyola (IL),Horizon,0.60,1.13,1.73,104.24,100.02,4.22
133,East Carolina,CUSA,0.93,0.74,1.67,103.69,100.03,3.66
134,Rice,CUSA,-0.18,1.85,1.67,104.26,100.64,3.62
135,Rider,MAAC,4.27,-2.65,1.62,104.24,101.08,3.16
136,Oregon State,Pac-10,3.30,-1.79,1.51,102.44,99.00,3.45
137,Milwaukee,Horizon,1.29,0.19,1.48,102.82,99.88,2.94
138,Northern Colorado,Big Sky,1.69,-0.30,1.39,102.99,99.44,3.55
139,St. Bonaventure,A-10,1.79,-0.48,1.31,104.11,101.08,3.02
140,California-Santa Barbara,Big West,-1.32,2.53,1.22,101.63,98.71,2.93
141,Southern Methodist,CUSA,-4.93,5.97,1.04,103.68,100.60,3.08
142,Texas Christian,MWC,0.71,0.26,0.96,102.09,99.93,2.16
143,Oral Roberts,Summit,4.30,-3.44,0.86,106.97,104.36,2.61
144,Pacific,Big West,-4.87,5.62,0.75,102.90,100.40,2.50
145,Northern Arizona,Big Sky,0.64,-0.02,0.62,102.70,100.21,2.50
146,Ohio,MAC (East),6.01,-5.42,0.59,104.19,102.18,2.01
147,Hawaii,WAC,-0.21,0.72,0.51,99.62,97.57,2.05
148,Murray State,OVC,-3.67,4.12,0.45,102.09,100.07,2.02
149,IUPUI,Summit,-0.20,0.59,0.39,108.32,106.35,1.97
150,Nevada,WAC,2.05,-1.71,0.34,101.98,100.47,1.51
151,Idaho,WAC,-1.39,1.59,0.20,103.09,100.86,2.23
152,Vermont,AEC,-2.35,2.49,0.14,99.27,97.50,1.77
153,Hofstra,CAA,2.43,-2.46,-0.03,105.39,104.06,1.33
154,La Salle,A-10,9.73,-9.81,-0.08,104.51,103.38,1.13
155,George Washington,A-10,-3.45,3.35,-0.10,99.82,99.26,0.56
156,Austin Peay,OVC,1.56,-1.71,-0.15,100.45,99.44,1.01
157,Green Bay,Horizon,-0.13,-0.08,-0.21,102.27,101.36,0.91
158,Fresno State,WAC,-1.33,1.08,-0.25,99.95,99.57,0.38
159,Saint Peter's,MAAC,-8.05,7.77,-0.28,91.60,91.36,0.24
160,Tulane,CUSA,-1.12,0.84,-0.28,101.33,101.04,0.29
161,Evansville,MVC,-0.72,0.42,-0.30,101.14,100.25,0.90
162,Furman,Southern (South),-2.43,2.07,-0.36,102.67,101.90,0.76
163,Davidson,Southern (South),1.29,-1.68,-0.39,101.95,100.73,1.22
164,North Carolina-Asheville,Big South,1.73,-2.42,-0.69,98.38,98.07,0.31
165,Ball State,MAC (West),-2.22,1.52,-0.70,101.49,101.39,0.10
166,Western Michigan,MAC (West),1.59,-2.29,-0.70,101.89,101.80,0.09
167,Massachusetts,A-10,-2.18,1.41,-0.76,96.43,95.73,0.70
168,Robert Morris,NEC,-3.17,2.37,-0.80,98.96,98.64,0.31
169,Lipscomb,A-Sun,5.61,-6.57,-0.96,103.94,104.10,-0.17
170,DePaul,Big East,3.78,-5.09,-1.31,102.49,103.19,-0.69
171,Jacksonville,A-Sun,-1.99,0.57,-1.42,95.47,96.46,-0.99
172,North Texas,Sun Belt (West),4.61,-6.10,-1.49,106.04,106.75,-0.72
173,Bradley,MVC,-1.69,0.16,-1.52,100.08,101.16,-1.08
174,North Dakota State,Summit,2.60,-4.13,-1.54,102.31,102.80,-0.49
175,San Jose State,WAC,3.25,-4.79,-1.54,102.34,103.20,-0.86
176,Miami (OH),MAC (East),-0.88,-0.70,-1.58,102.18,104.01,-1.83
177,Weber State,Big Sky,-1.34,-0.30,-1.64,102.46,103.27,-0.80
178,Saint Joseph's,A-10,-1.36,-0.39,-1.75,103.54,104.89,-1.35
179,Cal Poly,Big West,-11.08,9.24,-1.84,94.76,95.98,-1.22
180,Central Connecticut State,NEC,-1.75,-0.19,-1.94,97.48,99.38,-1.90
181,Quinnipiac,NEC,0.81,-2.88,-2.08,100.63,102.31,-1.69
182,Louisiana State,SEC (West),-5.18,3.10,-2.09,94.63,96.40,-1.78
183,IPFW,Summit,0.28,-2.45,-2.17,102.72,104.56,-1.84
184,Sam Houston State,Southland (West),-1.03,-1.35,-2.38,101.30,102.89,-1.59
185,Florida Atlantic,Sun Belt (East),-3.82,1.41,-2.41,99.48,101.95,-2.47
186,Southern Illinois,MVC,-5.90,3.44,-2.46,96.09,98.24,-2.15
187,Auburn,SEC (West),-4.10,1.63,-2.47,95.92,98.52,-2.61
188,Boston University,AEC,-3.87,1.39,-2.48,99.61,101.54,-1.93
189,Charlotte,A-10,-0.22,-2.32,-2.54,99.63,102.18,-2.55
190,Drake,MVC,-2.69,0.13,-2.56,99.55,101.91,-2.35
191,Northeastern,CAA,-0.11,-2.57,-2.67,106.01,109.24,-3.23
192,Houston,CUSA,0.23,-2.94,-2.71,100.13,103.01,-2.89
193,Middle Tennessee,Sun Belt (East),-2.65,-0.09,-2.74,96.28,98.71,-2.43
194,Loyola Marymount,WCC,0.50,-3.30,-2.79,99.34,101.73,-2.40
195,Yale,Ivy,-2.62,-0.29,-2.91,96.83,100.10,-3.28
196,Canisius,MAAC,-2.40,-0.52,-2.92,99.51,102.05,-2.54
197,Pennsylvania,Ivy,-2.73,-0.26,-2.99,99.83,103.15,-3.33
198,American,Patriot,-5.70,2.57,-3.13,100.43,103.58,-3.16
199,Wyoming,MWC,-2.64,-0.52,-3.16,98.25,101.50,-3.24
200,Loyola (MD),MAAC,-1.39,-1.89,-3.28,100.44,103.66,-3.21
201,Stephen F. Austin,Southland (West),-11.08,7.79,-3.29,94.59,97.72,-3.13
202,Illinois State,MVC,-6.66,3.29,-3.37,95.62,99.56,-3.94
203,Arkansas State,Sun Belt (West),-3.67,0.29,-3.38,98.14,101.74,-3.60
204,North Carolina-Wilmington,CAA,-4.19,0.78,-3.41,100.13,103.69,-3.56
205,Western Carolina,Southern (North),-1.72,-1.82,-3.54,96.00,99.30,-3.30
206,Cornell,Ivy,-0.25,-3.35,-3.60,101.10,105.24,-4.15
207,California-Irvine,Big West,5.13,-8.91,-3.78,100.10,104.68,-4.58
208,Delaware,CAA,-4.89,1.11,-3.79,97.75,101.61,-3.86
209,Western Kentucky,Sun Belt (East),-0.34,-3.46,-3.80,98.83,102.85,-4.02
210,Siena,MAAC,-0.64,-3.20,-3.83,96.93,101.20,-4.28
211,Pepperdine,WCC,0.83,-4.75,-3.91,101.67,106.02,-4.35
212,Denver,Sun Belt (West),-11.16,7.12,-4.04,98.12,102.40,-4.29
213,Lehigh,Patriot,3.27,-7.34,-4.07,98.04,103.12,-5.08
214,Mercer,A-Sun,-2.25,-1.83,-4.08,97.97,102.31,-4.34
215,Georgia State,CAA,-7.22,3.08,-4.15,92.86,98.06,-5.20
216,Virginia Military Institute,Big South,13.26,-17.49,-4.23,106.82,111.81,-4.98
217,Arkansas-Little Rock,Sun Belt (West),-3.48,-0.85,-4.32,98.15,102.85,-4.70
218,William &amp; Mary,CAA,-3.43,-0.95,-4.38,100.12,106.26,-6.14
219,Wake Forest,ACC,1.59,-6.02,-4.43,99.62,104.39,-4.77
220,McNeese State,Southland (East),0.25,-4.95,-4.70,101.96,106.59,-4.63
221,Appalachian State,Southern (North),0.38,-5.19,-4.81,101.50,107.29,-5.79
222,Charleston Southern,Big South,-1.31,-3.55,-4.86,99.19,105.21,-6.02
223,Maine,AEC,-0.99,-3.88,-4.87,101.14,106.71,-5.57
224,Hampton,MEAC,-6.55,1.35,-5.20,90.69,97.24,-6.55
225,Columbia,Ivy,-0.51,-4.72,-5.22,97.70,104.22,-6.52
226,Cal State Northridge,Big West,-1.37,-3.98,-5.35,97.35,103.22,-5.87
227,Winthrop,Big South,-5.58,0.21,-5.38,92.83,99.53,-6.70
228,Louisiana-Lafayette,Sun Belt (West),-0.69,-4.76,-5.45,95.74,102.30,-6.55
229,St. Francis (NY),NEC,-4.64,-0.81,-5.45,94.14,100.82,-6.68
230,Liberty,Big South,-5.52,-0.10,-5.62,94.14,101.50,-7.36
231,Tennessee Tech,OVC,1.73,-7.37,-5.64,96.80,103.45,-6.65
232,California-Davis,Big West,1.19,-6.88,-5.69,99.92,107.31,-7.39
233,Nicholls State,Southland (East),-10.21,4.49,-5.72,95.42,102.10,-6.68
234,Texas-San Antonio,Southland (West),-1.80,-4.01,-5.80,98.31,105.36,-7.06
235,Bowling Green State,MAC (East),-5.95,0.01,-5.94,94.52,102.10,-7.58
236,Louisiana Tech,WAC,-6.25,0.26,-5.99,92.27,99.46,-7.19
237,North Florida,A-Sun,-3.30,-2.95,-6.25,96.35,103.75,-7.40
238,Illinois-Chicago,Horizon,-5.65,-0.66,-6.32,94.29,102.53,-8.23
239,Holy Cross,Patriot,-3.37,-3.01,-6.38,97.50,105.70,-8.20
240,Youngstown State,Horizon,0.81,-7.21,-6.40,97.83,105.62,-7.79
241,Elon,Southern (North),1.03,-7.57,-6.54,101.25,109.15,-7.90
242,Wagner,NEC,-2.18,-4.36,-6.54,95.97,104.45,-8.48
243,Campbell,A-Sun,-5.65,-1.02,-6.67,95.60,104.18,-8.58
244,Lamar,Southland (East),5.10,-11.78,-6.69,97.65,105.87,-8.22
245,Stony Brook,AEC,-9.93,3.08,-6.85,89.71,98.20,-8.49
246,Montana State,Big Sky,-4.20,-2.81,-7.01,96.92,106.26,-9.34
247,Albany (NY),AEC,-7.07,0.01,-7.05,96.92,106.23,-9.30
248,Tennessee State,OVC,-2.63,-4.49,-7.12,98.19,107.38,-9.19
249,Lafayette,Patriot,-1.78,-5.48,-7.26,98.50,107.61,-9.10
250,Brown,Ivy,0.90,-8.16,-7.27,99.40,108.66,-9.26
251,Eastern Kentucky,OVC,-7.04,-0.30,-7.34,99.26,108.34,-9.08
252,Texas-Arlington,Southland (West),-3.55,-4.04,-7.59,93.47,102.91,-9.44
253,Texas State,Southland (West),4.09,-11.73,-7.65,97.39,106.69,-9.30
254,Cal State Fullerton,Big West,2.06,-9.74,-7.68,101.38,110.82,-9.44
255,Presbyterian,Big South,-8.41,0.69,-7.72,97.90,108.38,-10.48
256,Portland State,Big Sky,0.68,-8.42,-7.74,100.50,110.87,-10.38
257,Utah Valley,GWC,-1.68,-6.10,-7.78,98.21,107.48,-9.27
258,Southern Utah,Summit,-2.97,-4.83,-7.80,97.17,107.33,-10.17
259,Central Michigan,MAC (West),-10.38,2.37,-8.01,89.16,99.95,-10.79
260,Morgan State,MEAC,-7.04,-1.00,-8.04,91.59,101.41,-9.82
261,Northern Illinois,MAC (West),-1.12,-6.94,-8.05,96.74,107.04,-10.30
262,Towson,CAA,0.80,-8.86,-8.06,103.27,114.55,-11.28
263,California-Riverside,Big West,-5.20,-3.06,-8.26,94.77,105.66,-10.89
264,Eastern Washington,Big Sky,-5.44,-3.07,-8.50,95.32,106.19,-10.86
265,San Diego,WCC,-9.42,0.82,-8.60,91.44,103.15,-11.72
266,Coppin State,MEAC,-0.34,-8.36,-8.70,95.71,107.59,-11.88
267,Fordham,A-10,-4.00,-4.77,-8.77,95.61,106.95,-11.34
268,Northwestern State,Southland (East),4.18,-13.06,-8.88,97.52,108.24,-10.73
269,Missouri-Kansas City,Summit,-2.62,-6.29,-8.91,97.99,109.07,-11.08
270,Southeastern Louisiana,Southland (East),-5.46,-3.48,-8.93,95.27,106.74,-11.46
271,Savannah State,Ind,-11.96,2.90,-9.06,87.44,99.55,-12.12
272,Eastern Michigan,MAC (West),-9.53,0.43,-9.11,87.57,99.02,-11.45
273,Gardner-Webb,Big South,-9.09,-0.13,-9.22,91.12,103.63,-12.51
274,Mount St. Mary's,NEC,-9.12,-0.11,-9.22,90.31,102.36,-12.05
275,Seattle,Ind,-1.66,-7.61,-9.26,90.24,100.82,-10.58
276,Florida International,Sun Belt (East),0.81,-10.14,-9.33,97.89,109.74,-11.85
277,Sacred Heart,NEC,-4.61,-4.79,-9.40,94.83,107.35,-12.52
278,Chattanooga,Southern (North),-1.03,-8.41,-9.44,95.16,106.81,-11.65
279,Troy,Sun Belt (East),1.15,-10.62,-9.48,94.94,106.91,-11.98
280,Monmouth,NEC,-9.89,0.23,-9.67,90.69,103.60,-12.91
281,South Dakota,GWC,2.68,-12.40,-9.72,97.18,109.60,-12.42
282,South Alabama,Sun Belt (East),-1.49,-8.32,-9.80,96.97,109.73,-12.75
283,Citadel,Southern (South),-7.17,-2.67,-9.84,96.73,109.92,-13.20
284,North Carolina-Greensboro,Southern (North),1.73,-11.68,-9.95,97.41,109.43,-12.02
285,Hartford,AEC,-9.94,-0.10,-10.04,89.12,103.10,-13.97
286,New Hampshire,AEC,-12.93,2.86,-10.07,87.13,101.29,-14.16
287,Texas Southern,SWAC,-8.64,-1.50,-10.14,90.02,102.87,-12.85
288,Florida Gulf Coast,A-Sun,-4.30,-5.97,-10.27,91.15,104.28,-13.12
289,Jackson State,SWAC,-8.76,-1.67,-10.43,91.63,105.09,-13.46
290,Navy,Patriot,-4.68,-5.98,-10.66,88.22,101.37,-13.16
291,Army,Patriot,-3.43,-7.29,-10.71,95.08,109.15,-14.06
292,Stetson,A-Sun,-4.83,-5.90,-10.73,93.10,107.57,-14.47
293,Idaho State,Big Sky,-6.12,-4.64,-10.76,93.81,108.97,-15.16
294,Bethune-Cookman,MEAC,-7.70,-3.40,-11.11,95.68,111.33,-15.64
295,Jacksonville State,OVC,-10.75,-0.41,-11.16,91.24,106.69,-15.45
296,Samford,Southern (North),-11.22,-0.17,-11.39,92.52,108.76,-16.23
297,Eastern Illinois,OVC,-10.95,-0.46,-11.41,89.80,105.71,-15.90
298,Cal State Bakersfield,Ind,-2.43,-9.02,-11.44,94.49,109.30,-14.81
299,Saint Francis (PA),NEC,-5.41,-6.09,-11.50,95.10,110.16,-15.06
300,Manhattan,MAAC,-8.51,-3.15,-11.66,92.46,108.78,-16.32
301,North Dakota,GWC,-6.49,-5.34,-11.83,89.98,105.32,-15.35
302,Niagara,MAAC,-7.59,-4.31,-11.89,88.84,104.57,-15.73
303,North Carolina A&amp;T,MEAC,-1.06,-10.99,-12.06,95.06,110.74,-15.68
304,Delaware State,MEAC,-11.22,-0.96,-12.18,95.61,112.96,-17.36
305,Norfolk State,MEAC,-2.09,-10.11,-12.20,93.40,109.46,-16.06
306,Southeast Missouri State,OVC,-5.06,-7.21,-12.27,93.47,109.03,-15.56
307,Texas A&amp;M-Corpus Christi,Southland (West),-9.33,-2.98,-12.31,90.33,107.44,-17.10
308,South Carolina Upstate,A-Sun,-10.76,-1.68,-12.44,88.72,106.73,-18.01
309,Tennessee-Martin,OVC,-2.92,-9.85,-12.77,93.75,110.12,-16.37
310,High Point,Big South,-6.09,-6.73,-12.82,90.95,108.74,-17.79
311,Bryant,NEC,-4.14,-8.84,-12.98,95.74,113.50,-17.76
312,North Carolina Central,Ind,-6.20,-6.82,-13.03,92.06,110.12,-18.06
313,NJIT,GWC,-8.77,-4.41,-13.18,89.82,106.97,-17.16
314,Fairleigh Dickinson,NEC,-6.55,-6.79,-13.34,89.94,108.49,-18.55
315,Alabama State,SWAC,-11.22,-2.15,-13.37,87.47,104.82,-17.35
316,Marist,MAAC,-8.46,-5.24,-13.70,90.68,109.92,-19.24
317,Binghamton,AEC,-9.58,-4.22,-13.81,92.50,112.77,-20.27
318,Mississippi Valley State,SWAC,-3.09,-10.86,-13.95,89.85,107.04,-17.19
319,Sacramento State,Big Sky,-9.67,-4.34,-14.01,89.43,109.05,-19.61
320,Kennesaw State,A-Sun,-5.80,-8.26,-14.06,94.25,113.70,-19.45
321,Louisiana-Monroe,Sun Belt (West),-11.20,-3.07,-14.27,91.06,111.64,-20.58
322,Toledo,MAC (West),-10.92,-3.83,-14.75,89.03,110.35,-21.32
323,Dartmouth,Ivy,-10.85,-4.01,-14.86,87.37,107.95,-20.58
324,Western Illinois,Summit,-16.35,1.21,-15.14,84.17,105.79,-21.62
325,Alabama A&amp;M,SWAC,-10.32,-4.86,-15.19,83.27,102.89,-19.62
326,Colgate,Patriot,-6.13,-9.67,-15.80,90.96,112.36,-21.40
327,Georgia Southern,Southern (South),-8.70,-7.19,-15.88,88.33,109.27,-20.94
328,Longwood,Ind,0.90,-16.92,-16.02,98.04,118.40,-20.36
329,Texas-Pan American,GWC,-8.43,-8.12,-16.55,90.62,112.44,-21.81
330,South Carolina State,MEAC,-8.53,-8.18,-16.71,87.88,110.29,-22.41
331,Radford,Big South,-11.82,-4.94,-16.76,83.12,105.76,-22.64
332,Florida A&amp;M,MEAC,-10.10,-6.72,-16.82,84.21,106.78,-22.57
333,Houston Baptist,GWC,-5.12,-13.28,-18.41,87.60,111.26,-23.66
334,Grambling,SWAC,-11.99,-6.46,-18.45,82.33,105.51,-23.18
335,Maryland-Baltimore County,AEC,-5.08,-13.39,-18.47,91.60,117.32,-25.72
336,Howard,MEAC,-13.24,-5.56,-18.80,84.01,110.52,-26.51
337,Central Arkansas,Southland (East),-6.19,-12.97,-19.16,87.83,112.34,-24.51
338,Maryland-Eastern Shore,MEAC,-5.48,-13.87,-19.35,87.64,114.40,-26.76
339,Prairie View,SWAC,-11.31,-8.32,-19.63,83.38,109.10,-25.72
340,Arkansas-Pine Bluff,SWAC,-11.44,-8.56,-20.00,84.24,110.41,-26.17
341,Southern Illinois-Edwardsville,Ind,-8.57,-13.83,-22.39,83.30,113.30,-30.00
342,Alcorn State,SWAC,-5.29,-17.72,-23.02,81.92,110.00,-28.08
343,Centenary (LA),Summit,-13.38,-11.83,-25.21,79.20,113.21,-34.00
344,Southern,SWAC,-16.53,-9.08,-25.62,79.05,113.55,-34.50
345,Chicago State,GWC,-6.89,-20.82,-27.71,83.70,118.41,-34.71
